,text,label,training_label,cleaned,transliterated_text
2016,ഇവൻ മാർക്ക് എന്തും ആവാം 501 പേരുടെ തിരുവാതിര കളി എന്തിനാ ഇങ്ങനത്തെ പ്രഹസനം ഇതുപോലത്തെ മണ്ടത്തരങ്ങൾ കാട്ടിക്കുട്ടി ഒടുവിൽ  അതിന്റെ ബാക്കി അനുഭവിക്കുന്നത് നമ്മൾ പാവം ജനങ്ങൾ  അൽപ്പം എങ്കിലും ഉള്ളുപ് ഉണ്ടോ സഖാവേ പിണറായി വിജയ നിങ്ങൾ തന്നെ പറയുന്നു covid വ്യാപനം രൂക്ഷമ എന്ന് എന്നിട്ട് നിങ്ങൾ തന്നെ അത് മറക്കുകയും ചെയുന്നു നിങ്ങൾ ഉണ്ടാക്കി വയ്ക്കുന്ന ഓരോ ആപത്തുകൾ പിന്നെ അനുഭവിക്കുന്നത് നമ്മൾ കഷ്ട്ടം കേരളത്തിൽ മാത്രമേ കാണു ഇങ്ങനത്തെ ഒരു ഭരണം ഇ സാഹചര്യത്തിൽ 501 പേരുടെ തിരുവാതിര ഒന്നിനും മാസ്ക് ഇല്ല കൊള്ളാം എന്തായാലും,original,0,ഇവൻ മാർക്ക് എന്തും ആവാം 501 പേരുടെ തിരുവാതിര കളി എന്തിനാ ഇങ്ങനത്തെ പ്രഹസനം ഇതുപോലത്തെ മണ്ടത്തരങ്ങൾ കാട്ടിക്കുട്ടി ഒടുവിൽ അതിന്റെ ബാക്കി അനുഭവിക്കുന്നത് നമ്മൾ പാവം ജനങ്ങൾ അൽപ്പം എങ്കിലും ഉള്ളുപ് ഉണ്ടോ സഖാവേ പിണറായി വിജയ നിങ്ങൾ തന്നെ പറയുന്നു covid വ്യാപനം രൂക്ഷമ എന്ന് എന്നിട്ട് നിങ്ങൾ തന്നെ അത് മറക്കുകയും ചെയുന്നു നിങ്ങൾ ഉണ്ടാക്കി വയ്ക്കുന്ന ഓരോ ആപത്തുകൾ പിന്നെ അനുഭവിക്കുന്നത് നമ്മൾ കഷ്ട്ടം കേരളത്തിൽ മാത്രമേ കാണു ഇങ്ങനത്തെ ഒരു ഭരണം ഇ സാഹചര്യത്തിൽ 501 പേരുടെ തിരുവാതിര ഒന്നിനും മാസ്ക് ഇല്ല കൊള്ളാം എന്തായാലും,ഇവൻ മാർക്ക് എന്തും ആവാം ൫൦൧ പേരുടെ തിരുവാതിര കളി എന്തിനാ ഇങ്ങനത്തെ പ്രഹസനം ഇതുപോലത്തെ മണ്ടത്തരങ്ങൾ കാട്ടിക്കുട്ടി ഒടുവിൽ അതിന്റെ ബാക്കി അനുഭവിക്കുന്നത് നമ്മൾ പാവം ജനങ്ങൾ അൽപ്പം എങ്കിലും ഉള്ളുപ് ഉണ്ടോ സഖാവേ പിണറായി വിജയ നിങ്ങൾ തന്നെ പറയുന്നു കോവിഡ് വ്യാപനം രൂക്ഷമ എന്ന് എന്നിട്ട് നിങ്ങൾ തന്നെ അത് മറക്കുകയും ചെയുന്നു നിങ്ങൾ ഉണ്ടാക്കി വയ്ക്കുന്ന ഓരോ ആപത്തുകൾ പിന്നെ അനുഭവിക്കുന്നത് നമ്മൾ കഷ്ട്ടം കേരളത്തിൽ മാത്രമേ കാണു ഇങ്ങനത്തെ ഒരു ഭരണം ഇ സാഹചര്യത്തിൽ ൫൦൧ പേരുടെ തിരുവാതിര ഒന്നിനും മാസ്ക് ഇല്ല കൊള്ളാം എന്തായാലും
2017,"ആരെവേണമെങ്കിലും ഏതു നടുറോഡിൽ വച്ച്  ചുംബിക്കാം എന്ന് സമരം നടത്തിയവർ,അവരൊക്കെ ഇപ്പോഴും ഉണ്ടോ.... ഇവരുടെയൊക്കെ അഴിഞ്ഞാട്ടത്തിന്റെ തിക്ത ഫലമാവും വീട്ടിൽ പുതുതായി ജനിച്ച കൊച്ചു കുഞ്ഞുങ്ങളെ പോലും ഒന്ന് തൊടാൻ പറ്റുന്നില്ല.",Fake,1,"ആരെവേണമെങ്കിലും ഏതു നടുറോഡിൽ വച്ച് ചുംബിക്കാം എന്ന് സമരം നടത്തിയവർ,അവരൊക്കെ ഇപ്പോഴും ഉണ്ടോ.... ഇവരുടെയൊക്കെ അഴിഞ്ഞാട്ടത്തിന്റെ തിക്ത ഫലമാവും വീട്ടിൽ പുതുതായി ജനിച്ച കൊച്ചു കുഞ്ഞുങ്ങളെ പോലും ഒന്ന് തൊടാൻ പറ്റുന്നില്ല.","ആരെവേണമെങ്കിലും ഏതു നടുറോഡിൽ വച്ച് ചുംബിക്കാം എന്ന് സമരം നടത്തിയവർ,അവരൊക്കെ ഇപ്പോഴും ഉണ്ടോ.... ഇവരുടെയൊക്കെ അഴിഞ്ഞാട്ടത്തിന്റെ തിക്ത ഫലമാവും വീട്ടിൽ പുതുതായി ജനിച്ച കൊച്ചു കുഞ്ഞുങ്ങളെ പോലും ഒന്ന് തൊടാൻ പറ്റുന്നില്ല."
2018,ഷാജാ    കുംബമേള യിൽ  2019ൽ  വന്നത്    ഏകദേശം  ഒന്നര  കോടി ടി   ജനങ്ങൾ  ആണ്    ലോകത്ത്  ഒരിടത്തും   ഇത്റ  അധികം  ജനം    ഒത്തുകൂടുന്ന    ഒരു മത പരമായ  ചടങ്ങ്  ഇല്ല,Fake,1,ഷാജാ കുംബമേള യിൽ 2019ൽ വന്നത് ഏകദേശം ഒന്നര കോടി ടി ജനങ്ങൾ ആണ് ലോകത്ത് ഒരിടത്തും ഇത്റ അധികം ജനം ഒത്തുകൂടുന്ന ഒരു മത പരമായ ചടങ്ങ് ഇല്ല,ഷാജാ കുംബമേള യിൽ ൨൦൧൯ൽ വന്നത് ഏകദേശം ഒന്നര കോടി ടി ജനങ്ങൾ ആണ് ലോകത്ത് ഒരിടത്തും ഇത്റ അധികം ജനം ഒത്തുകൂടുന്ന ഒരു മത പരമായ ചടങ്ങ് ഇല്ല
2019,മഹാകുണ്ണമേള,Fake,1,മഹാകുണ്ണമേള,മഹാകുണ്ണമേള
2020,Thank you,Fake,1,thank,താങ്ക്
2021,Prevasik konathile quarantine,original,0,prevasik konathile quarantine,പ്രേവസിക് കോണത്തിലെ ക്വാരന്റൈൻ
2022,"Watch 7aum arivu movie, clearly mentioned chinese plan in that movie.",Fake,1,"watch 7aum arivu movie, clearly mentioned chinese plan movie.","വാച്ച് ൭ഓം അറിവ് മൂവി, ക്ലിയർലി മെൻഷൻഡ് ചൈനീസ് പ്ലാൻ മൂവി."
2023,Ningal angana kaliyakkanda samuhika akalam undallo pinna antha aaa 😁😂😂😂😂😂😂😂,original,0,ningal angana kaliyakkanda samuhika akalam undallo pinna antha aaa  ,നിങ്ങൾ അങ്ങന കളിയാക്കണ്ട സാമൂഹിക അകലം ഉണ്ടല്ലോ പിന്ന അന്ത ആ
2024,Vijayane  Naattil  Ninnum  Thalli  Odikanam,original,0,vijayane naattil ninnum thalli odikanam,വിജയനെ നാട്ടിൽ നിന്നും തള്ളി ഒടിക്കണം
2025,CCP.. Pindamic... virusukal...,Fake,1,ccp.. pindamic... virusukal...,സിസിപി.. പിൻഡാമിക്... വൈറസുകൾ...
2026,നമ്മുക്ക് നിയമം കൃത്യമായി പാലിക്കുന്ന ജനങ്ങളെ  ഓടിച്ചിട്ട് അടിക്കണം - പെറ്റി അടപ്പിക്കക്കണം - എന്തെല്ലാം കലാപരിപാടകളാണ് ജനത്തിന്റെ മേൽ ?  എന്നിട്ടും കഴുതകളായ പൊതു ജനം ഉറക്കത്തിലാ,original,0,നമ്മുക്ക് നിയമം കൃത്യമായി പാലിക്കുന്ന ജനങ്ങളെ ഓടിച്ചിട്ട് അടിക്കണം - പെറ്റി അടപ്പിക്കക്കണം - എന്തെല്ലാം കലാപരിപാടകളാണ് ജനത്തിന്റെ മേൽ ? എന്നിട്ടും കഴുതകളായ പൊതു ജനം ഉറക്കത്തിലാ,നമ്മുക്ക് നിയമം കൃത്യമായി പാലിക്കുന്ന ജനങ്ങളെ ഓടിച്ചിട്ട് അടിക്കണം - പെറ്റി അടപ്പിക്കക്കണം - എന്തെല്ലാം കലാപരിപാടകളാണ് ജനത്തിന്റെ മേൽ ? എന്നിട്ടും കഴുതകളായ പൊതു ജനം ഉറക്കത്തിലാ
2027,Simple answer Communist country&#39;s,Fake,1,simple answer communist country #39;s,സിംപിൾ ആൻസ്വർ കമ്മ്യൂണിസ്റ്റ് കണ്ട്രി #൩൯;സ്
2028,Superpower China,Fake,1,superpower china,സൂപ്പർപവർ ചിന
2029,ഈ ദുരന്തം കേരളത്തിന്‌ സമ്മാനിച്ചതിൽ ഏഷ്യാനെറ്റിന് നല്ല റോളുണ്ട് (കഴിഞ്ഞ എലെക്ഷനിൽ ),original,0,ഈ ദുരന്തം കേരളത്തിന്‌ സമ്മാനിച്ചതിൽ ഏഷ്യാനെറ്റിന് നല്ല റോളുണ്ട് (കഴിഞ്ഞ എലെക്ഷനിൽ ),ഈ ദുരന്തം കേരളത്തിന്‌ സമ്മാനിച്ചതിൽ ഏഷ്യാനെറ്റിന് നല്ല റോളുണ്ട് (കഴിഞ്ഞ എലെക്ഷനിൽ )
2030,വളരെ നല്ല വിവരണം. അഭിനന്ദനങ്ങൾ... ഇതാണ് ഓരോ പ്രേക്ഷകനും ആഗ്രഹിക്കുന്നത്,Fake,1,വളരെ നല്ല വിവരണം. അഭിനന്ദനങ്ങൾ... ഇതാണ് ഓരോ പ്രേക്ഷകനും ആഗ്രഹിക്കുന്നത്,വളരെ നല്ല വിവരണം. അഭിനന്ദനങ്ങൾ... ഇതാണ് ഓരോ പ്രേക്ഷകനും ആഗ്രഹിക്കുന്നത്
2031,ഇന്നത്തെ താങ്കളുടെ അവതരണം വളരെ ഇഷ്ടപ്പെട്ടു. അഭിനന്ദനങ്ങൾ,original,0,ഇന്നത്തെ താങ്കളുടെ അവതരണം വളരെ ഇഷ്ടപ്പെട്ടു. അഭിനന്ദനങ്ങൾ,ഇന്നത്തെ താങ്കളുടെ അവതരണം വളരെ ഇഷ്ടപ്പെട്ടു. അഭിനന്ദനങ്ങൾ
2032,കഷ്ടം.....<br>സാമദോഹികൾ......<br>ത്ഫൂ......,original,0,കഷ്ടം.....സാമദോഹികൾ......ത്ഫൂ......,കഷ്ടം.....സാമദോഹികൾ......ത്ഫൂ......
2033,Ellaam murapole,Fake,1,ellaam murapole,എല്ലാം മുറപോലെ
2034,"എന്തിലും ഫസ്റ്റ് പ്രൈസ് മേടിക്കുക എന്നതാണ് നമ്മുടെ ആഗ്രഹം... തൊഴിലില്ലായ്മയിൽ,ദാരിദ്രത്തിയിൽ , പട്ടിണിയിൽ,പെട്രോൾ വിലയിൽ ....ഇപ്പൊ കോവിഡ് വ്യാപനത്തിലും...നമ്മൾ ഫസ്റ്റ്  പ്രൈസ് വാങ്ങിയിരിക്കും...ഇൻഡ്യക്കാരോടാണോ കളി",Fake,1,"എന്തിലും ഫസ്റ്റ് പ്രൈസ് മേടിക്കുക എന്നതാണ് നമ്മുടെ ആഗ്രഹം... തൊഴിലില്ലായ്മയിൽ,ദാരിദ്രത്തിയിൽ , പട്ടിണിയിൽ,പെട്രോൾ വിലയിൽ ....ഇപ്പൊ കോവിഡ് വ്യാപനത്തിലും...നമ്മൾ ഫസ്റ്റ് പ്രൈസ് വാങ്ങിയിരിക്കും...ഇൻഡ്യക്കാരോടാണോ കളി","എന്തിലും ഫസ്റ്റ് പ്രൈസ് മേടിക്കുക എന്നതാണ് നമ്മുടെ ആഗ്രഹം... തൊഴിലില്ലായ്മയിൽ,ദാരിദ്രത്തിയിൽ , പട്ടിണിയിൽ,പെട്രോൾ വിലയിൽ ....ഇപ്പൊ കോവിഡ് വ്യാപനത്തിലും...നമ്മൾ ഫസ്റ്റ് പ്രൈസ് വാങ്ങിയിരിക്കും...ഇൻഡ്യക്കാരോടാണോ കളി"
